date,category,directional_score
2024-10-18,Neutral,-0.1
2024-10-19,Neutral,0.0
2024-10-20,Neutral,-0.07320794463157654
2024-10-21,Neutral,0.08624668419361115
2024-10-22,Neutral,-0.048297733068466187
2024-10-22,Bullish,0.8
2024-10-23,Neutral,-0.25490307807922363
2024-10-24,Neutral,0.1488385647535324
2024-10-25,Neutral,0.0
2024-10-25,Neutral,0.3
2024-10-25,Neutral,-0.10176146030426025
2024-10-25,Neutral,0.35
2024-10-25,Neutral,-0.07598036527633667
2024-10-26,Neutral,0.0
2024-10-30,Bullish,0.85
2024-10-31,Bullish,0.8170773386955261
2024-11-01,Neutral,0.07760310173034668
2024-11-03,Neutral,0.2958645820617676
2024-11-04,Neutral,0.47331321239471436
2024-11-05,Neutral,0.12113980948925018
2024-11-07,Neutral,0.0
2024-11-08,Neutral,0.00887627899646759
2024-11-08,Neutral,-0.09954535961151123
2024-11-08,Neutral,-0.4517924189567566
2024-11-08,Neutral,0.09609411656856537
2024-11-09,Neutral,-0.3778496980667114
2024-11-09,Neutral,-0.18472233414649963
2024-11-09,Neutral,0.14042928814888
2024-11-10,Bullish,0.75
2024-11-11,Neutral,0.19956450164318085
2024-11-12,Neutral,0.0002583712339401245
2024-11-13,Neutral,0.0
2024-11-14,Neutral,0.0
2024-11-15,Neutral,0.14955928921699524
2024-11-18,Neutral,0.17126606404781342
2024-11-18,Neutral,0.0
2024-11-18,Neutral,0.1088053286075592
2024-11-19,Bullish,0.6105067729949951
2024-11-20,Neutral,0.3257153034210205
2024-11-20,Neutral,0.3986953794956207
2024-11-20,Neutral,0.338840126991272
2024-11-20,Neutral,-0.1191820502281189
2024-11-21,Neutral,0.0
2024-11-21,Neutral,0.45
2024-11-23,Neutral,-0.02150571346282959
2024-11-23,Neutral,0.0
2024-11-23,Neutral,-0.1412547528743744
2024-11-23,Neutral,-0.03236302733421326
2024-11-25,Neutral,0.22244900465011597
2024-11-26,Neutral,0.10187816619873047
2024-11-28,Neutral,-0.17968693375587463
2024-11-28,Neutral,0.11352887749671936
2024-11-28,Neutral,0.00642809271812439
2024-11-28,Neutral,0.0
2024-11-29,Neutral,0.007083803415298462
2024-11-30,Neutral,-0.1120714545249939
2024-12-01,Neutral,0.28737515211105347
2024-12-01,Neutral,0.3892817497253418
2024-12-03,Neutral,0.0806111991405487
2024-12-05,Neutral,0.5085399150848389
2024-12-06,Neutral,-0.04109060764312744
2024-12-07,Neutral,0.41931474208831787
2024-12-07,Neutral,-0.11611896753311157
2024-12-08,Neutral,0.03987756371498108
2024-12-09,Neutral,0.25576621294021606
2024-12-10,Neutral,-0.19627872109413147
2024-12-13,Neutral,0.09746722877025604
2024-12-14,Neutral,0.1218290776014328
2024-12-15,Neutral,-0.25
2024-12-17,Neutral,0.4
2024-12-18,Neutral,0.3436674177646637
2024-12-18,Neutral,0.0
2024-12-18,Neutral,0.5026017427444458
2024-12-19,Neutral,0.19605255126953125
2024-12-19,Neutral,0.033970460295677185
2024-12-20,Neutral,0.0
2024-12-21,Neutral,0.06645922362804413
2024-12-22,Neutral,0.4
2024-12-22,Neutral,0.09514395892620087
2024-12-22,Neutral,0.44326332211494446
2024-12-23,Neutral,0.0
2024-12-24,Neutral,-0.020605534315109253
2024-12-26,Neutral,0.0
2024-12-26,Neutral,0.4250103235244751
2024-12-28,Neutral,0.4341961145401001
2024-12-28,Neutral,0.0
2024-12-28,Neutral,0.1678522527217865
2024-12-28,Neutral,-0.09788945317268372
2024-12-29,Neutral,0.16755759716033936
2024-12-31,Neutral,0.1550142616033554
2024-12-31,Neutral,-0.10241678357124329
2025-01-03,Neutral,0.0
2025-01-03,Neutral,0.3040444552898407
2025-01-04,Neutral,0.5486237406730652
2025-01-04,Neutral,0.07039633393287659
2025-01-04,Neutral,0.13427016139030457
2025-01-05,Neutral,0.2088240385055542
2025-01-05,Neutral,0.04603824019432068
2025-01-06,Neutral,0.5467123985290527
2025-01-06,Neutral,0.0
2025-01-10,Neutral,0.0
2025-01-12,Neutral,-0.13845443725585938
2025-01-14,Neutral,0.0
2025-01-15,Neutral,0.18018537759780884
2025-01-18,Neutral,0.0
2025-01-19,Neutral,-0.10089492797851562
2025-01-19,Neutral,0.023439809679985046
2025-01-20,Neutral,-0.3
2025-01-20,Bullish,0.7
2025-01-22,Neutral,-0.37716442346572876
2025-01-24,Neutral,-0.04220902919769287
2025-01-25,Neutral,0.2549549341201782
2025-01-28,Neutral,0.0
2025-01-28,Neutral,-0.19060716032981873
2025-01-30,Neutral,0.1401934176683426
2025-01-30,Neutral,0.061061203479766846
2025-01-31,Neutral,0.09230943024158478
2025-01-31,Neutral,0.0024040937423706055
2025-02-01,Neutral,0.05139438807964325
2025-02-01,Neutral,0.4085293114185333
2025-02-01,Neutral,0.0170290470123291
2025-02-01,Neutral,0.07181903719902039
2025-02-01,Neutral,0.547614574432373
2025-02-02,Bullish,0.7898203730583191
2025-02-05,Neutral,0.033124372363090515
2025-02-05,Neutral,-0.08340555429458618
2025-02-06,Neutral,0.29716992378234863
2025-02-06,Neutral,0.06431514024734497
2025-02-06,Neutral,0.22673861682415009
2025-02-07,Neutral,0.20801536738872528
2025-02-07,Neutral,0.0
2025-02-10,Neutral,0.0
2025-02-10,Neutral,0.05357588827610016
2025-02-11,Neutral,0.0
2025-02-11,Neutral,0.01617032289505005
2025-02-13,Neutral,0.005101889371871948
2025-02-14,Neutral,-0.05569815635681152
2025-02-14,Bullish,0.8
2025-02-15,Neutral,0.342607319355011
2025-02-15,Neutral,0.45
2025-02-16,Neutral,0.06215967237949371
2025-02-17,Neutral,0.17274142801761627
2025-02-18,Neutral,0.0
2025-02-19,Neutral,0.4360193908214569
2025-02-21,Neutral,0.0
2025-02-22,Neutral,0.0964173674583435
2025-02-22,Neutral,-0.28002798557281494
2025-02-23,Neutral,0.0
2025-02-25,Neutral,0.5372331142425537
2025-02-25,Neutral,0.08813443779945374
2025-02-25,Neutral,0.4169301390647888
2025-02-26,Neutral,0.10274255275726318
2025-02-28,Neutral,0.20518112182617188
2025-03-01,Neutral,0.0
2025-03-02,Neutral,0.0
2025-03-02,Neutral,0.09825274348258972
2025-03-05,Neutral,0.07006755471229553
2025-03-07,Neutral,-0.036612868309020996
2025-03-10,Bullish,0.8265584707260132
2025-03-11,Neutral,0.10371838510036469
2025-03-11,Neutral,0.05410093069076538
2025-03-14,Neutral,0.0
2025-03-14,Bullish,0.8
2025-03-14,Neutral,-0.11105534434318542
2025-03-16,Neutral,0.4
2025-03-18,Neutral,0.11047285795211792
2025-03-18,Neutral,0.0
2025-03-19,Neutral,0.4413807988166809
2025-03-20,Neutral,0.034260764718055725
2025-03-20,Neutral,0.4
2025-03-21,Neutral,0.011395707726478577
2025-03-22,Neutral,0.0
2025-03-23,Neutral,0.06984153389930725
2025-03-24,Neutral,-0.22251492738723755
2025-03-24,Neutral,0.06712324917316437
2025-03-25,Neutral,0.3392316997051239
2025-03-27,Neutral,-0.024065732955932617
2025-04-01,Neutral,0.45
2025-04-01,Neutral,0.13790550827980042
2025-04-01,Neutral,0.047772929072380066
2025-04-02,Neutral,0.2475530058145523
2025-04-03,Neutral,-0.013862639665603638
2025-04-03,Neutral,0.14727696776390076
2025-04-06,Neutral,-0.37920910120010376
2025-04-08,Neutral,-0.1019289493560791
2025-04-09,Neutral,0.4
2025-04-09,Neutral,-0.3
2025-04-11,Neutral,0.3234439194202423
2025-04-16,Neutral,-0.19559919834136963
2025-04-16,Neutral,0.4
2025-04-16,Neutral,-0.024112462997436523
2025-04-18,Neutral,-0.30291932821273804
2025-04-21,Neutral,0.0
2025-04-21,Neutral,-0.1207573413848877
2025-04-22,Neutral,0.0
2025-04-23,Neutral,0.37618377804756165
2025-04-24,Neutral,-0.10766944289207458
2025-04-25,Neutral,-0.08144325017929077
2025-04-25,Neutral,0.3
2025-04-26,Neutral,0.0
2025-04-27,Neutral,-0.1571284532546997
2025-04-28,Neutral,0.456964373588562
2025-04-29,Neutral,0.45
2025-04-29,Neutral,0.005950495600700378
2025-04-29,Neutral,0.32833027839660645
2025-05-02,Bearish,-0.75
2025-05-02,Neutral,0.0
2025-05-02,Neutral,0.15187370777130127
2025-05-03,Bullish,0.8
2025-05-05,Neutral,0.07945242524147034
2025-05-05,Bullish,0.7
2025-05-06,Neutral,0.42165666818618774
2025-05-07,Neutral,0.2580404281616211
2025-05-07,Neutral,0.4
2025-05-08,Neutral,-0.032107144594192505
2025-05-13,Neutral,0.39873063564300537
2025-05-15,Neutral,0.0
2025-05-16,Neutral,-0.16108211874961853
2025-05-19,Neutral,-0.14338314533233643
2025-05-21,Neutral,0.479153573513031
2025-05-24,Neutral,0.0
2025-05-27,Bullish,0.6039808392524719
2025-05-27,Neutral,0.0
2025-05-27,Neutral,0.23776787519454956
2025-05-30,Neutral,0.21435943245887756
2025-05-31,Neutral,0.3506380319595337
2025-06-01,Neutral,0.0
2025-06-02,Neutral,0.08409903943538666
2025-06-04,Neutral,0.29833558201789856
2025-06-04,Neutral,0.5563130378723145
2025-06-04,Neutral,-0.38562482595443726
2025-06-04,Neutral,0.018775299191474915
2025-06-04,Neutral,-0.04073894023895264
2025-06-06,Neutral,0.16915901005268097
2025-06-09,Neutral,0.3
2025-06-10,Neutral,0.0
2025-06-10,Neutral,0.5270351767539978
2025-06-10,Neutral,0.2
2025-06-11,Neutral,0.439062237739563
2025-06-11,Neutral,0.0
2025-06-14,Neutral,0.008050099015235901
2025-06-16,Neutral,0.29177170991897583
2025-06-16,Neutral,0.4
2025-06-17,Neutral,0.0
2025-06-18,Neutral,0.0
2025-06-22,Neutral,0.3555053770542145
2025-06-23,Neutral,-0.04076334834098816
2025-06-24,Neutral,0.0
2025-06-25,Neutral,-0.2727963328361511
2025-06-25,Neutral,-0.053922832012176514
