date,headline,source,summary
2025-02-07,"23 Upcoming Dividend Increases, Including 2 Kings",SeekingAlpha,"Discover the latest dividend hikes for 23 companies, including dividend kings SJW Group and California Water Service Group, with 5% and 7.1% increases. Explore more details here."
2025-02-07,Amgen Stock Has Surged. Here’s Where It’s Headed Next.,MarketWatch,Amgen Stock Has Surged. Here’s Where It’s Headed Next.
2025-02-13,West Pharma’s stock tanks 33% to lead S&P 500 decliners as guidance misses by a wide margin,MarketWatch,West Pharma’s stock tanks 33% to lead S&P 500 decliners as guidance misses by a wide margin
2025-02-17,Parnassus Core Equity Fund Q4 And Annual 2024 Investment Commentary,SeekingAlpha,"The Parnassus Core Equity Fund returned 0.28% (net of fees) for the quarter, underperforming the S&P 500 Indexâs 2.41%. Click here to read the full commentary."
2025-02-17,Why Regenerons Price May Soon Break Out,SeekingAlpha,Regeneron Pharmaceuticals fourth quarter results beat my and Wall Street analysts expectations. See why REGN stock is a top pick for long-term investors.
2025-02-19,Mairs & Power Balanced Fund Q4 2024 Commentary,SeekingAlpha,"The Fund lagged the benchmark composite index, which was up 15.01%, while the Fund underperformed the Morningstar Moderate Allocation peer group, which rose 11.29%."
2025-02-20,Eli Lilly Files For Mixed Shelf Size Not Disclosed - SEC Filing,Finnhub,Eli Lilly and Co: * ELI LILLY FILES FOR MIXED SHELF; SIZE NOT DISCLOSED - SECFILINGSource text:Further company coverage: ...
2025-02-21,American Century Ultra Fund Q4 2024 Commentary,SeekingAlpha,The reelection of former President Donald Trump initially pleased investors who had worried about another protracted legal battle regarding the electionâs results.
2025-02-23,Eli Lillys Breakout Is Nearly Here: Performance Metrics/Bullish Support Remain Robust,SeekingAlpha,"Eli Lillys stock offers high growth potential, driven by GLP-1 therapies and strong R&D efforts. Read why LLY stock is poised for a breakout by FY2025."
2025-02-24,Hartford Growth Opportunities Fund Q4 2024 Commentary,SeekingAlpha,The Hartford Growth Opportunities Fund (I shares) outperformed the Russell 3000 Growth Index during the quarter. Read more here.
2025-02-24,Columbia Large Cap Growth Fund Q4 2024 Commentary,SeekingAlpha,Columbia Large Cap Growth Fund Institutional Share Class Shares returned 5.71% for Q4 2024. Click here to read the full commentary.
2025-02-25,"Eli Lilly Introduces New Weight Loss Drug Doses, Lowers Price Points",MarketWatch,"Eli Lilly Introduces New Weight Loss Drug Doses, Lowers Price Points"
2025-02-25,Hartford Healthcare Fund Q4 2024 Commentary,SeekingAlpha,The Hartford Healthcare Fund (I share) underperformed the S&P Composite 1500 Health Care Index during the quarter. Read more here.
2025-02-26,Mercks Oncology Strength: Beating Wall Street Again,SeekingAlpha,"Mercks Q4 2024 results surpassed expectations, driven by strong oncology sales and growth in Keytruda. See why I think MRK may work for income investors."
2025-02-26,Correction to Eli Lilly to Offer Higher Doses of Obesity Drug Zepbound Article,Finnhub,"Patrik Jonsson is the president of Eli Lilly & Co.s cardiometabolic health unit. Eli Lilly to Offer Higher Doses of Obesity Drug Zepbound at Discounted Prices, at 9:33 a.m. ET, incorrectly said his..."
2025-02-28,John Hancock Global Shareholder Yield Fund Q4 2024 Commentary,SeekingAlpha,The John Hancock Global Shareholder Yield Fund underperformed the benchmark. Click here to read the full commentary.
2025-03-05,Johnson & Johnson and 4 Other Biopharmaceutical Stocks That Might Be Ready to Break Out,MarketWatch,Johnson & Johnson and 4 Other Biopharmaceutical Stocks That Might Be Ready to Break Out
2025-03-06,Fidelity Fund Q4 2024 Review,SeekingAlpha,"For the three months ending December 31, 2024, the funds Retail Class shares gained 1.53%, versus the 2.41% result of the benchmark S&P 500Â® index. Read more here."
2025-03-06,Hims & Hers Stock Is Due for a Crash Diet. The Weight-Loss Drug Surge Is Fading Fast.,MarketWatch,Hims & Hers Stock Is Due for a Crash Diet. The Weight-Loss Drug Surge Is Fading Fast.
2025-03-07,ClearBridge Global Growth Strategy Q4 2024 Commentary,SeekingAlpha,"During the fourth quarter, the ClearBridge Global Growth Strategy outperformed its MSCI ACWI benchmark. Click here to read the full commentary."
2025-03-07,"In Rotten Market, Top Funds Harvest Apple Stock — And 10 Others",DowJones,"In Rotten Market, Top Funds Harvest Apple Stock — And 10 Others"
2025-03-08,Hims & Hers to shut down dermatology business Apostrophe,Finnhub,"Hims & Hers Health would discontinue Apostrophe, its personalized acne treatments dermatology business, the company said on Friday. Apostrophe is being shut down to simplify its ..."
2025-03-10,Lillys EBGLYSS single monthly maintenance injection achieved completely clear skin at three years in half of patients with moderate-to-severe atopic dermatitis,Finnhub,INDIANAPOLIS - New results show Eli Lilly and Companys EBGLYSS achieved deep and sustained response for patients with moderate-to-severe atopic dermatitis at three years.These findings from the...
2025-03-10,Novo Nordisk Stock Drops on New Obesity Drug Findings. Eli Lilly Stands to Gain.,MarketWatch,Novo Nordisk Stock Drops on New Obesity Drug Findings. Eli Lilly Stands to Gain.
2025-03-12,Invesco Summit Fund Q4 2024 Commentary,SeekingAlpha,"The fund outperformed its benchmark and peers for the final quarter and full year 2024, driven by positive stock selection."
2025-03-13,Is Eli Lilly and Company (LLY) the Best Pharma Stock to Buy According to Hedge Funds?,Yahoo,"We recently published a list of the 11 Best Pharma Stocks to Buy According to Hedge Funds. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against the other best pharma stocks to buy according to hedge funds. Why is China the Talk of the Town […]"
2025-03-14,"An Ozempic successor falls short, Eli Lillys GLP-1 pill, and senators grill RFK: Pharma news roundup",Yahoo,"An Eli Lilly exec said the company’s experimental weight-loss pill could make GLP-1 treatments more accessible worldwide, as it would be easier to manufacture and distribute globally. Three U.S. senators have demanded, in a letter, that Health and Human Services (HHS) Secretary Robert F. Kennedy Jr. share details about several private dinners he attended with Donald Trump and healthcare executives at Mar-a-Lago. Novo Nordisk released clinical trial results on Monday for its potential Ozempic suc"
2025-03-15,AstraZeneca Stock Scores RS Rating Upgrade,Yahoo,"AstraZeneca ADR shows improving price performance, earning an upgrade to its IBD Relative Strength Rating from 80 to 83."
2025-03-19,Is Eli Lilly and Company (LLY) the Best Diabetes Stock to Buy According to Billionaires?,Yahoo,"We recently published a list of 10 Best Diabetes Stocks To Buy According to Billionaires. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other best diabetes stocks to buy according to billionaires. The Growing Market and Innovation in Continuous Glucose Monitoring (CGM) Technology The […]"
2025-03-19,Novo Nordisk A/S (NVO) Traded Lower Due To Investor Disappointment Over Its New Drug In Obesity,Yahoo,"Burke Wealth Management, an investment management company, released its “Focused Growth Strategy” fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. The market had another outstanding year in 2024, with the S&P 500 rising 25.0%. The strategy had an even better year, with net returns of 28.4%. Looking a bit […]"
2025-03-19,BlackRock Large Cap Focus Growth V.I. Fund Q4 2024 Commentary,SeekingAlpha,"The fund posted a return of 6.12% (Class I shares) for the fourth quarter of 2024. The largest exposures were in the IT, consumer discretionary, and communication services sectors."
2025-03-21,The Mag 7 Are Dead Money. 6 ‘Megacap’ Stocks to Buy Instead.,Yahoo,There is a laundry list of companies that have market capitalizations of more than $100 billion that look like buys
2025-03-22,"Accenture reports Q2 beat, Apple TV+ losing $1B annually: Morning Buzz",Yahoo,"The major indexes were fractionally higher near noon, continuing yesterday’s rally after the Federal Reserve held its benchmark interest rate steady on Wednesday, though Chair Jerome Powell noted there is “high uncertainty” about the potential impact of the Trump administration’s policies. Some solid housing data also allayed some worries about the U.S. economy potentially approaching a recession. Looking to commodities, gold prices have surged to new record highs, surpassing the $3,000 per ounc"
2025-03-22,Johnson & Johnson is the latest pharma giant to court Trump with new investment plans,Yahoo,Johnson & Johnson (JNJ) is joining Eli Lilly (LLY) in attempting to court favor with President Donald Trump by announcing plans to expand its manufacturing footprint in the United States.
2025-03-24,Market Sell-Off: Can Buying These 3 Safe Stocks Today Set You Up for Life?,Yahoo,"These fundamentally strong stocks remain safer picks, despite the heightened market volatility."
2025-03-24,Novo adds to obesity drug pipeline via $200M deal with China-based biotech,Yahoo,The licensing pact adds a second so-called triple agonist to the Danish drugmakers portfolio as competition with Lilly and other contenders heats up.
2025-03-27,Eli Lilly and Company (LLY): One of Two Sigma Investments’ Top Stock Picks,Yahoo,"We recently published a list of Top 10 Stocks to Buy According to Two Sigma Investments. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other top stocks to buy according to Two Sigma Investments. Two Sigma Investments, LP, a New York City-based hedge fund, […]"
2025-03-27,Beyond GLP-1 Drugs: This Opportunity at Eli Lilly Could Surprise Everyone in 2025,Yahoo,"Mounjaro and Zepbound are Eli Lillys largest sources of growth, but there is much more to the company."
2025-03-31,Hartford Large Cap Growth ETF Q4 2024 Commentary,SeekingAlpha,The Hartford Large Cap Growth ETF outperformed the Russell 1000 Growth Index during the quarter. Read more here.
2025-04-01,Is Eli Lilly and Company (LLY) the Best Gene-Editing Stock to Buy?,Yahoo,"We recently published a list of 8 Best Gene-Editing Stocks to Buy. In this article, we are going to take a look at where Eli Lilly and Company (NYSE:LLY) stands against other best gene-editing stocks to buy. Gene editing is an advanced medical technique within gene therapy that involves precisely modifying an individual’s DNA to […]"
2025-04-02,Trumps Pharma Tariffs Could Blow Up Global Drug Supply Chains,Yahoo,A 25% levy is looming--and Big Pharmas billion-dollar operations in Europe may be on the chopping block.
2025-04-02,"Hims & Hers adds Eli Lilly GLP-1 drugs, Johnson & Johnson setback",Yahoo,"Yahoo Finance Senior Reporter Anjalee Khemlani joins Market Domination to discuss some of the top stories of the trading day, including Johnson & Johnsons (JNJ) setback in its litigation. Additionally, Hims & Hers (HIMS) expanded its offerings, adding Eli Lillys (LLY) GLP-1 drugs to its telehealth platform, following its earlier partnership with Novo Nordisk. To watch more expert insights and analysis on the latest market action, check out more Market Domination here."
2025-04-02,"PFE, MRK, LLY & Other Drug Stocks Down Amid Tariff Jitters",Yahoo,"Stocks of PFE, MRK, ABBV, LLY and others declined on Tuesday due to uncertainty surrounding Trumps proposed tariffs on pharma imports."
2025-04-03,How to Boost Your Portfolio with Top Medical Stocks Set to Beat Earnings,Yahoo,Finding stocks expected to beat quarterly earnings estimates becomes an easier task with our Zacks Earnings ESP.
