date,headline,source,summary
2025-03-15,Plug Powers 2025 Bet On Electrolyzers—J.P. Morgan Sees Growth But Stays Conservative,Yahoo,"J.P. Morgan analyst Bill Peterson shared key takeaways from the conference hosted for Plug Power, Inc. (NASDAQ:PLUG), with a Neutral rating. The analyst writes that the discussions mainly centered on the demand outlook across its three key verticals, cost-saving initiatives, and the financial roadmap for the year. Although not a central topic, there are signs of potential support from the new administration for Plug’s Texas DOE loan. Meanwhile, the timeline for the first loan disbursement, if ap"
2025-03-17,Is Plug Power Stock the Smartest Investment You Can Make Today?,Yahoo,"Plug Power (NASDAQ: PLUG) stock has had a rough 2025, with shares slipping in value by around 30%.  This is one of the most debated stocks Ive come across, but the investment opportunity is clear.  A little over a year ago, global consultancy McKinsey & Co. released a detailed report outlining its long-term forecast for hydrogen demand."
2025-03-17,"Southwire Taps Plug Power, Inc. To Advance Carbon Reduction From the Supply Chain",Yahoo,"NORTHAMPTON, MA / ACCESS Newswire / March 17, 2025 / Southwire Company, LLC., the leading North American manufacturer of wire and cable, will tap Plug Power Inc. (NASDAQ:PLUG), a global leader in hydrogen solutions for the green hydrogen economy, ..."
2025-03-18,Plug Power: Funding Gaps And Delayed Growth Despite The DOE Loan,SeekingAlpha,"Plug Power faces high risks despite a DOE loan guarantee, with funding gaps, policy shifts, and delays looming. Click here to find out why PLUG stock is a Sell."
2025-03-21,Its Been 25 Years Since Plug Power Stock Set Its All-Time High. Heres 1 Reason to Buy Today.,Yahoo,The hydrogen energy company still has a lot to prove.
2025-03-21,Why the Market Dipped But Plug Power (PLUG) Gained Today,Yahoo,"In the closing of the recent trading day, Plug Power (PLUG) stood at $1.59, denoting a +0.63% change from the preceding trading day."
2025-03-25,Plug Power (PLUG) Ascends But Remains Behind Market: Some Facts to Note,Yahoo,"In the closing of the recent trading day, Plug Power (PLUG) stood at $1.54, denoting a +0.65% change from the preceding trading day."
2025-04-01,Plug Power (PLUG) Beats Stock Market Upswing: What Investors Need to Know,Yahoo,"Plug Power (PLUG) closed at $1.35 in the latest trading session, marking a +0.75% move from the prior day."
2025-04-02,How to Find Strong Industrial Products Stocks Slated for Positive Earnings Surprises,Yahoo,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.
2025-04-03,"Toyota Material Handling Europe and Plug Power, supply partners of STEF, to bring cutting-edge hydrogen forklift and hydrogen fuel cell solutions to two of its cold storage distribution centers, in France and Spain",Yahoo,"Toyota Material Handling Europe and Plug Power, supply partners of STEF Toyota Material Handling Europe and Plug Power, supply partners of STEF to bring cutting-edge hydrogen forklift and hydrogen fuel cell solutions to two of its cold storage distribution centers, in France and Spain. SLINGERLANDS, N.Y., April 03, 2025 (GLOBE NEWSWIRE) -- STEF Group, European leader in transport and logistics services for temperature-controlled food products, has recently launched two hydrogen projects with Toy"
2025-04-09,3 Beaten-Down Stocks That Are Trading Below Their Book Values,Yahoo,"A companys book value is equal to its total assets, less its liabilities.  Book value does not consider the future at all.  For investors, deals can be had when an otherwise solid company has stock trading below its book value per share (BVPS)."
2025-04-09,Plug Power price target lowered to 75c from $1 at Seaport Research,Yahoo,"Seaport Research lowered the firm’s price target on Plug Power (PLUG) to 75c from $1 and keeps a Sell rating on the shares. The firm believes the company remains “too broad and busy,” and seems set to generate negative cash flow from operations through 2026, the analyst tells investors. Published first on TheFly – the ultimate source for real-time, market-moving breaking financial news. Try Now>> See today’s best-performing stocks on TipRanks >> Read More on PLUG: STEF Group recently launches tw"
2025-04-13,"The Smartest Renewable Energy Stocks to Buy With $2,000 Right Now",Yahoo,"NuScale, Plug Power, and CleanSpark could surge higher over the next few years."
2025-04-17,"Hidrogenii, a Plug and Olin Joint Venture, Commissions 15 Ton Per Day Hydrogen Liquefaction Plant in Louisiana",Yahoo,"Hydrogen Capture Enhances Sustainability and Profitability of Olin’s St. Gabriel Facility Plug US Hydrogen Capacity now at 40TPD ST. GABRIEL, La., April 17, 2025 (GLOBE NEWSWIRE) -- Hidrogenii, the joint venture between Plug Power Inc. (NASDAQ: PLUG) and Olin Corporation (NYSE: OLN), today announced the commissioning of its 15 metric-ton-per-day (TPD) hydrogen liquefaction plant in St. Gabriel, Louisiana. Among the largest electrolytic hydrogen liquefaction facilities in North America, the site"
