date,headline,source,summary
2025-04-08,1 Value Stock to Own for Decades and 2 to Brush Off,Yahoo,"The low valuation multiples for value stocks provide a margin of safety that growth stocks rarely offer. However, the challenge lies in determining whether these cheap assets are genuinely undervalued or simply on sale due to their potentially deteriorating business models."
2025-04-09,"First Solar: One Of The Few Tariff Winners, Priced Cheap",SeekingAlpha,"First Solar stands to benefit from US reindustrialization policies, despite potential tax credit cutbacks under the current administration. Read more about FSLR stock here."
2025-04-11,2 Oversold Stocks Ready to Bounce Back and 1 to Approach with Caution,Yahoo,"The past year hasnt been kind to the stocks featured in this article. Each has tumbled to their lowest points in 12 months, leaving investors to decide whether theyre witnessing fire sales or falling knives."
2025-04-18,"Trump Has Put Solar In Limbo. What It Means for First Solar, Enphase, Sunrun Earnings.",Yahoo,"Key themes heading into earnings include tariffs, IRA uncertainty, demand for residential solar, and what Trump’s policies will mean for interest rates."
2025-04-22,"S&P 500 Futures Climb in Premarket Trading; Northrop Grumman, Medpace Holdings Lag",MarketWatch,"S&P 500 Futures Climb in Premarket Trading; Northrop Grumman, Medpace Holdings Lag"
2025-04-23,"RTXs $850M tariff hit, 3M stock gains, 3,521% solar tariff",Yahoo,"Brad Smith examines some of the trading days trending stories as part of Yahoo Finances Market Minute. Defense stocks are under pressure after RTX (RTX) warns of an $850 million hit from tariffs despite cost-cutting efforts and some tariff exemptions. Shares of 3M (MMM) pop, lifting the Dow Jones Industrial Average (^DJI) higher, after the company maintained its full-year outlook despite trade war risks. Solar stocks like First Solar (FSLR), Sunrun (RUN), and SolarEdge (SEDG) are trading higher after the US imposed a large tariff on solar imports from several Southeast Asian countries. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute."
2025-04-24,Energy Transition Today - Solar Energy Projects Boost Sustainability in Long Island Schools,Yahoo,"SUNation Energy, Inc. has entered Letters of Intent with Energy Systems Group for the development of solar projects totaling over 2.35 megawatts (MW) at two school districts on Long Island, New York. The proposed installations aim to deliver renewable solar energy across ten buildings, with a generation of over 3 megawatt hours annually, effectively offsetting a significant portion of the districts energy requirements. These projects represent a notable step in advancing the adoption of..."
2025-04-27,First Solar (NasdaqGS:FSLR) Climbs 12% in a Month,Yahoo,"First Solar (NasdaqGS:FSLR) posted a notable price movement of 12% over the last month. The companys upward trajectory closely mirrored broader market gains, with market indices rising 4.7% in the past week and showing a 7.7% climb over the year. Although specific market catalysts were not highlighted during this period, it is possible that general market optimism and earnings growth expectations of 14% per annum bolstered investor sentiment towards First Solar. This alignment with the..."
2025-04-30,First Solar: Q1 Earnings Snapshot,Yahoo,"On a per-share basis, the Tempe, Arizona-based company said it had profit of $1.95. The results did not meet Wall Street expectations. The average estimate of 12 analysts surveyed by Zacks Investment Research was for earnings of $2.50 per share."
2025-04-30,First Solar Stock Falls Hard on Tariff Hit,Yahoo,"First Solar  the country’s largest solar manufacturer, said that tariffs will significantly reduce revenue and earnings this year, sending the stock down 10% in after-hours trading.  First Solar  missed Wall Street’s consensus expectation for the first quarter, reporting earnings of $1.95 a share versus the projection of $2.49 a share.  It said that tariffs could reduce its 2025 revenue from a range of $5.3 billion to $5.8 billion to a range of $4.5 billion to $5.5 billion."
2025-05-01,"Closing Bell Movers: Snap falls 14% after Q1 results, no guidance",Yahoo,"In the opening 90 minutes of the evening session, U.S. equity futures are softer – Dow Industrials are flat, but S&P 500 is off by 0.2% and Nasdaq 100 is down 0.4%. In energy, WTI crude oil is extending Tuesday’s decline toward the $60 per barrel level after the largest build in API crude stocks data in four weeks. In metals, Gold is slightly lower below $3,330 per ounce. A busy afterhours earnings session saw a mixed picture in the Semiconductors and Tech space. Seagate jumped 9% on earnings be"
2025-05-01,First Solar (FSLR) Slides 9% as Tariff Fallout Triggers Forecast Cut,Yahoo,"Broader market drops on weak GDP, Trumps trade policy fears"
2025-05-01,"First Solar (NasdaqGS:FSLR) Lowers 2025 Guidance, Reports US$845 Million Q1 Sales",Yahoo,"Despite announcing mixed earnings results for Q1 2025, First Solar (NasdaqGS:FSLR) experienced a 7.79% increase in its share price over the last month. The company reported increased sales but a decline in net income and earnings per share, and it adjusted its full-year guidance to reflect a more conservative outlook. During this period, broader market indices such as the S&P 500 and Nasdaq saw decreases amid weaker GDP data and cautious outlooks from major tech companies, suggesting that..."
2025-05-05,"First Solar, Inc. (FSLR): One of the Most Undervalued Energy Stocks to Buy According to Hedge Funds",Yahoo,"We recently published a list of the 10 Most Undervalued Energy Stocks to Buy According to Hedge Funds. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against other undervalued energy stocks. As of the close of May 2, 2025, the overall energy sector is undervalued by […]"
2025-05-07,"SolarEdge Technologies Q1 Earnings Beat, Revenues Increase Y/Y",Yahoo,"SEDGs first-quarter loss is narrower than estimates, while revenues rise 7.4% year over year during the same period."
2025-05-09,Why First Solar Is a Long-Run Tariff Winner,DowJones,Why First Solar Is a Long-Run Tariff Winner
2025-05-13,First Solar Stock Soars. Republican Bill Not as Bad as Feared.,MarketWatch,First Solar Stock Soars. Republican Bill Not as Bad as Feared.
2025-05-13,First Solar and other solar stocks are climbing. A House proposal has hit the ‘more bullish end of investor expectations.’,MarketWatch,First Solar and other solar stocks are climbing. A House proposal has hit the ‘more bullish end of investor expectations.’
2025-05-13,"Honda expects profit hit, Under Armour revenue, First Solar surges",Yahoo,"Yahoo Finance host Madison Mills tracks todays top moving stocks and biggest market stories in this Market Minute, including automaker Honda (HMC), sportswear apparel giant Under Armour (UAA, UA), and First Solar (FSLR). Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute."
2025-05-14,"First Solar, Inc. (FSLR): Among Billionaire Ken Griffin’s Midcap Stock Picks with Huge Upside Potential",Yahoo,"We recently published a list of Billionaire Ken Griffin’s 10 Midcap Stock Picks with Huge Upside Potential. In this article, we are going to take a look at where First Solar, Inc. (NASDAQ:FSLR) stands against Billionaire Ken Griffin’s other midcap stock picks with huge upside potential. Ken Griffin, the founder of Citadel, is an influential albeit […]"
2025-05-14,Solar Power Stocks Rally On Tax-Credit Move; This Stock Tops Buy Point,Yahoo,Most solar power stocks rose after a Congressional panel leaves many tax credits in place through 2028. Nextracker broke out. First Solar soared.
2025-05-20,Why First Solar (FSLR) Shares Are Trading Lower Today,Yahoo,"Shares of solar panel manufacturer First Solar (NASDAQ:FSLR) fell 9% in the afternoon session after a note from Citi analysts warning that the companys (FSLRs) eligibility for solar 45X tax credits (federal tax incentive for domestic manufacturers that produce qualifying advanced energy components) might expire in 2028, four years earlier than the 2032 timeline proposed in the original House bill draft. The earlier phaseout could significantly reduce long-term profit margins and dampen investo"
2025-05-24,First Solar price target raised to $157 from $127 at Jefferies,Yahoo,"Jefferies raised the firm’s price target on First Solar (FSLR) to $157 from $127 and keeps a Hold rating on the shares after reconsidering estimates following the FEOC restrictions focus in the House bill. The firm sees “real merit” to an extended life for the Southeast Asia manufacturing footprint as Foreign Entity of Concern restrictions in the House Bill and ITC voting in the antidumping duty and countervailing duty proceeding could, at least in the near-term, result in a demand pull for Firs"
2025-05-26,First Solar: The Place To Hide Amid The Solar Market Mayhem,SeekingAlpha,"First Solar faces demand uncertainty, due to gutted IRA incentives and ongoing trade/tariff issues. Read why I maintain a Buy rating for FSLR stock."
2025-05-27,5 Stocks I Am Most Bullish On Today,SeekingAlpha,Discover top investment opportunities with my five stocks I am most bullish on right now. Click here to read more.
2025-06-01,TOYO: A Vertically Integrated Solar Play With Breakout Potential Amid Industry Reset,SeekingAlpha,"TOYO posted a 183% YoY revenue growth in FY24, but gross margins halved due to rising related-party costs, signaling potential pricing pressures."
