date,headline,source,summary
2024-10-18,Intuitive Surgical Stock Pops on Earnings Beat. What Wall Street Thinks of the Results.,Yahoo,"Intuitive Surgical  stock charged higher after the pioneer of robotic-assisted surgery turned in a strong set of earnings.  Intuitive Surgical stock gained 8.8% to $515.58 in late morning trading, on track for an all-time high, according to Dow Jones Market Data.  For its third quarter, the company reported adjusted earnings of $1.84, beating Wall Street’s call for $1.64, according to FactSet."
2024-10-18,"Intuitive Surgical Q3 Earnings Beat, Procedures Robust",Yahoo,ISRGs third-quarter results reflect a healthy demand for procedures. Higher pricing boosts procedure sales. An improvement in margins buoys well.
2024-10-18,Intuitive Surgical Third-Quarter Results Top Street Views Amid Procedure Volume Gains,Yahoo,Intuitive Surgical Third-Quarter Results Top Street Views Amid Procedure Volume Gains
2024-10-19,Intuitive Surgical (ISRG): Financial Growth Fueled by AI-Driven Da Vinci Systems,Yahoo,"We recently published a list of 10 Best Medical Stocks to Buy Now. In this article, we are going to take a look at where Intuitive Surgical, Inc. (NASDAQ:ISRG) stands against other best medical stocks to buy now. Navigating the Healthcare Landscape: Investment Opportunities and Growth Trends The medical and healthcare industry is one of […]"
2024-10-19,Intuitive Surgical stock moves higher on Q3 earnings beat,Yahoo,"Intuitive Surgical (ISRG) soars by over 10% in Friday trading after the biotech and medical robotics developer topped third quarter earnings estimates. Market Domination co-hosts Julie Hyman and Josh Lipton notes ISRGs year-to-date gains of nearly 55% in 2024. To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Luke Carberry Mogan."
2024-10-19,Intuitive Surgical price target raised to $525 from $475 at Stifel,Yahoo,"Stifel analyst Rick Wise raised the firm’s price target on Intuitive Surgical (ISRG) to $525 from $475 and keeps a Buy rating on the shares. The company delivered “strong” Q3 results and the two most critical quarterly line-items – DV5 placements and procedure growth – both exceeded expectations, the analyst tells investors in a post-earnings note. Seven months following the U.S. da Vinci 5 approval, Intuitive is already generating meaningful post-launch growth momentum and early DV5 uptake is t"
2024-10-19,"AI Leaders Broadcom, SentinelOne Lead 5 Stocks Near Buy Points",Yahoo,"The top stocks to watch tap several hot trends: artificial intelligence, natural foods, robotic surgeries and podcasts."
2024-10-21,Intuitive Surgical: The Da Vinci Code,Finnhub,"Intuitive Surgical, world leader in robot-assisted surgery, recently published its financial results for the third quarter of 2024. The company is once again surprising on the upside, and seems to..."
2024-10-23,Intuitive Surgical (ISRG) Is Considered a Good Investment by Brokers: Is That True?,Yahoo,"Based on the average brokerage recommendation (ABR), Intuitive Surgical (ISRG) should be added to ones portfolio. Wall Street analysts overly optimistic recommendations cast doubt on the effectiveness of this highly sought-after metric. So, is the stock worth buying?"
2024-10-23,"Thermo Fisher Q3 Earnings Top Estimates, Revenues Miss, Stock Dips",Yahoo,"In the third quarter of 2024, TMO continued to advance its growth strategy and trusted partner status with customers."
2024-10-28,Intuitive Surgical Inc. stock underperforms Monday when compared to competitors,MarketWatch,Intuitive Surgical Inc. stock underperforms Monday when compared to competitors
2024-10-30,Intuitive Surgical Inc. stock underperforms Wednesday when compared to competitors,MarketWatch,Intuitive Surgical Inc. stock underperforms Wednesday when compared to competitors
2024-11-01,Intuitive Surgical Inc. stock underperforms Friday when compared to competitors despite daily gains,MarketWatch,Intuitive Surgical Inc. stock underperforms Friday when compared to competitors despite daily gains
2024-11-01,Healthcare Investing Finding Growth Beyond Pharmaceuticals,SeekingAlpha,"Companies that manufacture diagnostics, technology and equipment to address the worldâs most pressing medical issues have become increasingly important for progress in the healthcare sector."
2024-11-06,Tracking Baillie Giffords 13F Portfolio - Q3 2024 Update,SeekingAlpha,"Baillie Giffords diverse $134B portfolio sees stake increases in high-growth companies like Shopify, Sea Ltd., and Microsoft."
2024-11-08,Wall Street Analysts Think Intuitive Surgical (ISRG) Is a Good Investment: Is It?,Yahoo,"The average brokerage recommendation (ABR) for Intuitive Surgical (ISRG) is equivalent to a Buy. The overly optimistic recommendations of Wall Street analysts make the effectiveness of this highly sought-after metric questionable. So, is it worth buying the stock?"
2024-11-12,Will ISRG Stock Continue Its Uptrend After Gaining 9.9% in a Month?,Yahoo,Intuitive Surgical has maintained an uptrend so far this year on the back of robust da Vinci portfolio performance. The stock also gained during the past month. Lets see if the trend might change.
2024-11-14,J&J MedTech wins IDE for Ottava to greenlight trials for surgical robot,Yahoo,J&J MedTech is aiming to disrupt a robotic surgical market dominated by Intuitive’s Da Vinci systems.
2024-11-14,"Intuitive Surgical: One Of The Best Business Models In The World, But Not At This Price",SeekingAlpha,Intuitive Surgicals business model thrives on recurring revenue from disposable instruments and maintenance. Find out my recommendation for ISRG stock.
2024-11-14,Tracking Jeremy Granthams GMO Capital Portfolio - Q3 2024 Update,SeekingAlpha,GMOâs 13F portfolio increased to $31.91B in Q3 2024. Click here to read more about the holdings and trades of GMO Capital Portfolio.
2024-11-14,BlackRock Global Equity Market Neutral Fund Q3 2024 Commentary,SeekingAlpha,"The fund posted returns of 1.47%Â (Institutional shares) and 1.40% (Investor A shares, without sales charge) for the third quarter of 2024."
2024-11-18,Is Intuitive Surgical (ISRG) Outperforming Other Medical Stocks This Year?,Yahoo,"Here is how Intuitive Surgical, Inc. (ISRG) and Atossa Genetics Inc. (ATOS) have performed compared to their sector so far this year."
2024-11-26,Reasons to Retain Intuitive Surgical Stock in Your Portfolio Now,Yahoo,ISRGs strength in robotics continues to raise optimism among investors.
2024-11-27,Thankful Investors - Last 20 Years,SeekingAlpha,"AI chipmaker Nvidia has easily been the best-performing stock over the last twenty years, and it has made a large number of investors extremely wealthy."
2024-12-03,"Intuitive Surgical Inc. stock rises Monday, still underperforms market",MarketWatch,"Intuitive Surgical Inc. stock rises Monday, still underperforms market"
2024-12-04,These are the sectors investors need to watch,Yahoo,"Pointwealth Capital Management CEO & Founder Sandra Cho joins Wealth to discuss her top stock picks across energy, aviation, and healthcare sectors. In the energy sector, Cho highlights Chevron (CVX) and ExxonMobil (XOM), emphasizing that they really have valuation potential. She is closely watching companies like Boeing (BA), which she notes has taken a hit recently. In healthcare, she points to Intuitive Surgical (ISRG) as a stock that has been a favorite of ours for quite a while. Regarding Boeing, Cho believes the company has overcome significant challenges, including safety concerns and strikes. With these issues now in the rearview mirror, she sees the airplane manufacturer focusing on cleaning up its operations and addressing production challenges. I do feel that theyre on the path to do that, and if they continue that, then that potentially could be very good for the stock, she added. Cho finds the biotech space particularly exciting, highlighting the increased innovation, especially in minimally invasive implants. These are things that are just revolutionary, she remarked. Cho anticipates significant growth in the energy sector driven by AIs increasing energy demands. As artificial intelligence expands, it will require an immense amount of energy, positioning the energy sector to benefit substantially from this trend. To watch more expert insights and analysis on the latest market action, check out more Wealth here. This post was written by Angel Smith"
2024-12-09,Are Options Traders Betting on a Big Move in Intuitive Surgical (ISRG) Stock?,Yahoo,Investors need to pay close attention to Intuitive Surgical (ISRG) stock based on the movements in the options market lately.
2024-12-10,Intuitive’s da Vinci beats non-robotic surgeries in cancer study meta-analysis,Yahoo,"Rates of postoperative complications, readmissions and death were lower after robotic surgeries than laparoscopic and open procedures."
2024-12-14,"Best Way To Invest $100,000: Build An 8-Stock Portfolio For Growth And Value",SeekingAlpha,Learn how to maximize returns by focusing on high-conviction stocks across diverse sectors and using proven investment strategies.
2024-12-17,Prediction: 2 Stocks Thatll Be Worth More Than Palantir 5 Years From Now,Yahoo,"Palantir Technologies (NASDAQ: PLTR) is the hands-down winner.  Thanks to this impressive performance, Palantirs market cap now hovers around $165 billion.  Here are two stocks I predict will be worth more than Palantir five years from now."
2024-12-18,The Gabelli Growth Fund Q3 2024 Commentary,SeekingAlpha,The Gabelli Growth Fund (class I) returned 0.87% for the third quarter of 2024. Click here to read the full commentary.
2024-12-19,Intuitive Surgical price target raised to $640 from $570 at Truist,Yahoo,Truist analyst Richard Newitter raised the firm’s price target on Intuitive Surgical (ISRG) to $640 from $570 and keeps a Buy rating on the shares as part of a broader research note previewing 2025 in Medical Technology. The firm sees the sector as “one of the better/safer houses” in healthcare given its lower “front-line” exposure to healthcare policy rhetoric that is tied to the administration change as well as its position as an “innovation segment” with sustainable above-average revenue and
2024-12-23,Tracking Philippe Laffonts Coatue Management Portfolio - Q3 2024 Update,SeekingAlpha,Coatue Managements 13F portfolio increased from $25.69B to $26.92B. Click here for a detailed analysis.
2024-12-26,Healthcare: Why the sector underperformed in 2024,Yahoo,"The healthcare sector (XLV) faced significant challenges in the markets throughout 2024, becoming the worst-performing S&P 500 (^GSPC) sector of the year. Yahoo Finance Senior Health Reporter Anjalee Khemlani analyzes the key market themes that influenced the sector this year and examines investor sentiment heading into 2025 — with a detailed look at leading stocks across pharmaceutical, biotechnology, and other healthcare segments. To watch more expert insights and analysis on the latest market action, check out more Catalysts here. This post was written by Angel Smith"
2024-12-28,Morgan Stanley Sees Potential Growth in These 2 Surgical Robotic Stocks,Yahoo,"In recent years, there has been a noted increase in the rates of chronic disease, as well as a growth in the number of surgical procedures. Let’s be clear: an increase in the incidence of chronic disease is a worrisome development. It does mean, however, that there will be a growing need for advances in the field of medical science as researchers look for new treatment options. That dynamic is part of the growth in surgical procedures, as new methods of surgical intervention come into use to tre"
2024-12-31,The MaM Portfolio: Full Year 2024 Update - 2 Years Of Alpha,SeekingAlpha,Financial writer achieving consistent alpha over S&P 500 with a concentrated portfolio of high quality companies and some Bitcoin holdings.
2025-01-03,Intuitive Surgical Inc. stock underperforms Thursday when compared to competitors despite daily gains,MarketWatch,Intuitive Surgical Inc. stock underperforms Thursday when compared to competitors despite daily gains
2025-01-06,Healthcare Stocks Are Down and Out. Opportunities Abound.,Yahoo,"Donald Trump’s election win prompted even more bullishness in a stock market that was already up significantly for the year.  For healthcare investors, though, it represented yet another reason to dump some stock.  Trump’s appointment of industry skeptics like  Robert F. Kennedy Jr.,  alongside broader expectations of a Republican crackdown on programs like Medicaid and Obamacare, has prompted a selloff in everything from hospitals to pharmaceuticals, health insurers and biotech."
2025-01-07,ClearBridge Large Cap Growth Strategy Q4 2024 Commentary,SeekingAlpha,"In a period of momentum-driven returns and bullish investor sentiment sparked by the re-election of Donald Trump, the more defensively positioned Strategy underperformed."
2025-01-08,The Easy Money Has Been Made in Options. What to Do Now.,MarketWatch,The Easy Money Has Been Made in Options. What to Do Now.
2025-01-15,Intuitive Announces Preliminary Fourth Quarter and Full Year 2024 Results,Finnhub,"SUNNYVALE, Calif., Jan. 15, 2025 -- Intuitive , a global technology leader in minimally invasive care and the pioneer of robotic-assisted surgery, today announced certain unaudited preliminary..."
2025-01-20,Intuitive Surgical: Second Half 2025 Guidance Is Critical To Maintaining Current Euphoria,SeekingAlpha,"Intuitive Surgicals strong revenue growth and new product rollouts drive share price surge, but investors should be cautious of extreme valuation. Read my ISRG review."
2025-01-20,IYH: Healthcare Dashboard For January,SeekingAlpha,iShares U.S. Healthcare ETF has higher fees and lower performance. See why IYH is a top choice and learn about 10 cheaper healthcare stocks this January.
2025-01-21,Intuitive to Establish Direct Presence in Europe With Acquisition,Finnhub,"By Connor Hart Intuitive Surgical is buying out its technology distributors in Europe. The Sunnyvale, Calif., medical-technology company on Tuesday said it has entered an agreement with Ab..."
2025-01-24,Dow Jones Falls After Inflation Data; 5 Tech Giants To Buy And Watch,DowJones,Dow Jones Falls After Inflation Data; 5 Tech Giants To Buy And Watch
2025-01-24,"Dow Jones Futures: S&P 500 Hits High; New Tesla Model Y Launches In U.S., Europe",DowJones,"Dow Jones Futures: S&P 500 Hits High; New Tesla Model Y Launches In U.S., Europe"
2025-01-25,"Stock Market Today: Indexes Close Near Days Lows; Nvidia Ends Winning Streak, Tesla Reverses Lower (Live Coverage)",DowJones,"Stock Market Today: Indexes Close Near Days Lows; Nvidia Ends Winning Streak, Tesla Reverses Lower (Live Coverage)"
2025-01-27,Intuitive Announces $45 Million Donation to the Intuitive Foundation to Promote Health and Advance Education,Finnhub,"Latest donation brings total contribution to more than $170 millionSUNNYVALE, Calif., Jan. 27, 2025 -- Intuitive , a global technology leader in minimally invasive care and the pioneer of..."
